adm1_name,date,weather_lat,weather_lon,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN
SULAWESI TENGAH,2023-11-01,-0.91,119.88,24.29,29.62,20.14,4.36,86.31,0.47,19.67
SULAWESI TENGAH,2023-12-01,-0.91,119.88,24.14,29.23,20.5,4.86,87.46,0.46,18.63
SULAWESI TENGAH,2024-01-01,-0.91,119.88,23.76,28.86,19.14,5.33,87.19,0.46,17.12
SULAWESI TENGAH,2024-02-01,-0.91,119.88,24.05,29.62,19.87,4.8,87.05,0.48,19.74
SULAWESI TENGAH,2024-03-01,-0.91,119.88,24.14,29.73,20.47,5.49,88.64,0.42,20.41
SULAWESI TENGAH,2024-04-01,-0.91,119.88,24.49,29.44,21.07,8.07,88.76,0.42,19.45
SULAWESI TENGAH,2024-05-01,-0.91,119.88,24.53,29.03,21.37,12.44,90.09,0.39,17.44
SULAWESI TENGAH,2024-06-01,-0.91,119.88,23.56,28.02,20.61,10.32,91.25,0.39,15.31
SULAWESI TENGAH,2024-07-01,-0.91,119.88,23.44,28.31,19.96,7.88,90.09,0.38,16.35
SULAWESI TENGAH,2024-08-01,-0.91,119.88,23.73,28.44,19.55,5.34,88.15,0.38,17.54
SULAWESI TENGAH,2024-09-01,-0.91,119.88,24.19,28.85,20.59,2.35,86.9,0.41,20.38
SULAWESI TENGAH,2024-10-01,-0.91,119.88,23.98,29.05,18.9,4.65,87.37,0.44,19.1
SULAWESI TENGAH,2024-11-01,-0.91,119.88,24.12,28.83,20.3,5.21,88.9,0.47,18.57
SULAWESI TENGAH,2024-12-01,-0.91,119.88,23.63,28.89,19.53,2.86,86.69,0.53,15.29
SULAWESI TENGAH,2025-01-01,-0.91,119.88,23.27,28.52,19.42,4.72,88.82,0.47,16.22
SULAWESI TENGAH,2025-02-01,-0.91,119.88,23.06,28.76,18.66,2.88,86.23,0.49,17.48
SULAWESI TENGAH,2025-03-01,-0.91,119.88,23.41,28.51,19.76,4.76,88.42,0.49,18.23
SULAWESI TENGAH,2025-04-01,-0.91,119.88,23.31,28.77,19.84,4.12,87.95,0.47,16.87
SULAWESI TENGAH,2025-05-01,-0.91,119.88,23.83,28.14,20.79,6.57,89.45,0.41,17.85
SULAWESI TENGAH,2025-06-01,-0.91,119.88,23.19,28.13,19.63,5.24,88.94,0.44,16.02
SULAWESI TENGAH,2025-07-01,-0.91,119.88,23.41,28.29,19.18,5.81,89.1,0.38,16.64
SULAWESI TENGAH,2025-08-01,-0.91,119.88,22.94,27.93,19.36,4.88,89.32,0.41,16.49
SULAWESI TENGAH,2025-09-01,-0.91,119.88,23.78,28.6,20.35,2.98,87.46,0.43,19.8
SULAWESI TENGAH,2025-10-01,-0.91,119.88,23.56,28.78,18.95,4.65,87.44,0.46,18.62
SULAWESI TENGAH,2025-11-01,-0.91,119.88,23.62,29.64,19.74,2.82,86.97,0.6,16.68
SULAWESI TENGAH,2025-12-01,-0.91,119.88,23.42,28.72,19.47,3.47,87.34,0.52,16.74
SULAWESI TENGGARA,2007-01-01,-4.715,122.555,27.18,32.06,24.61,4.89,84.49,1.01,17.88
SULAWESI TENGGARA,2007-02-01,-4.715,122.555,26.43,29.66,24.24,7.19,87.98,0.94,17.4
SULAWESI TENGGARA,2007-03-01,-4.715,122.555,26.51,30.08,24.48,8.56,87.32,0.83,17.64
SULAWESI TENGGARA,2007-04-01,-4.715,122.555,26.57,29.72,24.12,9.45,88.63,0.81,15.97
SULAWESI TENGGARA,2007-05-01,-4.715,122.555,26.16,29.57,23.83,7.24,88.21,0.94,16.96
SULAWESI TENGGARA,2007-06-01,-4.715,122.555,26.08,29.34,23.6,8.77,91.26,1.0,12.96
SULAWESI TENGGARA,2007-07-01,-4.715,122.555,24.68,28.7,20.76,1.55,86.77,1.23,16.18
SULAWESI TENGGARA,2007-08-01,-4.715,122.555,24.66,28.85,20.3,3.24,85.85,1.15,16.99
SULAWESI TENGGARA,2007-09-01,-4.715,122.555,25.91,31.85,21.48,1.82,77.78,1.02,20.99
SULAWESI TENGGARA,2007-10-01,-4.715,122.555,27.91,33.57,23.1,1.88,74.78,0.79,21.4
SULAWESI TENGGARA,2007-11-01,-4.715,122.555,27.73,32.5,24.45,5.28,79.1,0.89,19.53
SULAWESI TENGGARA,2007-12-01,-4.715,122.555,27.12,32.48,24.51,6.0,85.19,0.93,17.66
SULAWESI TENGGARA,2008-01-01,-4.715,122.555,26.63,30.36,23.97,3.39,86.28,1.06,18.51
SULAWESI TENGGARA,2008-02-01,-4.715,122.555,26.45,29.67,23.83,5.12,86.64,1.0,16.6
SULAWESI TENGGARA,2008-03-01,-4.715,122.555,26.47,30.45,23.89,6.6,86.38,0.84,18.42
SULAWESI TENGGARA,2008-04-01,-4.715,122.555,25.99,29.26,23.48,6.2,88.91,0.94,16.05
SULAWESI TENGGARA,2008-05-01,-4.715,122.555,25.58,28.8,23.26,9.0,90.38,1.02,14.53
SULAWESI TENGGARA,2008-06-01,-4.715,122.555,25.08,28.28,22.19,8.57,89.64,1.04,14.39
SULAWESI TENGGARA,2008-07-01,-4.715,122.555,24.65,28.28,21.03,4.25,88.19,1.13,13.91
SULAWESI TENGGARA,2008-08-01,-4.715,122.555,24.67,28.45,21.67,5.9,88.22,1.05,14.34
SULAWESI TENGGARA,2008-09-01,-4.715,122.555,25.58,29.79,22.54,2.53,85.67,0.92,19.57
SULAWESI TENGGARA,2008-10-01,-4.715,122.555,26.96,32.24,23.0,3.54,82.61,0.87,20.77
SULAWESI TENGGARA,2008-11-01,-4.715,122.555,27.32,32.17,24.72,5.93,83.73,0.77,19.04
SULAWESI TENGGARA,2008-12-01,-4.715,122.555,26.41,29.77,23.77,5.78,88.47,0.91,16.04
SULAWESI TENGGARA,2009-01-01,-4.715,122.555,26.38,29.64,24.15,4.56,87.95,1.14,17.92
SULAWESI TENGGARA,2009-02-01,-4.715,122.555,26.3,29.69,23.49,4.31,87.08,1.05,17.72
SULAWESI TENGGARA,2009-03-01,-4.715,122.555,26.54,30.28,23.77,6.16,85.42,0.84,19.41
SULAWESI TENGGARA,2009-04-01,-4.715,122.555,26.76,30.48,24.27,3.97,86.58,0.9,17.89
SULAWESI TENGGARA,2009-05-01,-4.715,122.555,26.48,30.07,24.0,4.61,88.03,0.88,16.65
SULAWESI TENGGARA,2009-06-01,-4.715,122.555,25.65,28.83,22.61,3.4,86.31,1.01,16.12
SULAWESI TENGGARA,2009-07-01,-4.715,122.555,25.52,29.92,21.98,4.62,82.08,1.1,16.57
SULAWESI TENGGARA,2009-08-01,-4.715,122.555,26.46,32.99,21.35,0.19,73.84,0.98,20.82
SULAWESI TENGGARA,2009-09-01,-4.715,122.555,28.05,34.37,21.78,0.59,69.66,0.84,22.01
SULAWESI TENGGARA,2009-10-01,-4.715,122.555,28.28,34.78,23.01,1.94,70.33,0.84,21.9
SULAWESI TENGGARA,2009-11-01,-4.715,122.555,29.04,35.28,23.74,2.39,71.38,0.86,20.27
SULAWESI TENGGARA,2009-12-01,-4.715,122.555,27.48,34.25,23.86,9.68,81.64,0.82,18.2
SULAWESI TENGGARA,2010-01-01,-4.715,122.555,26.42,29.98,24.06,6.52,87.19,1.06,16.07
SULAWESI TENGGARA,2010-02-01,-4.715,122.555,27.05,31.25,24.29,10.07,87.39,0.89,19.84
SULAWESI TENGGARA,2010-03-01,-4.715,122.555,27.29,30.84,25.02,10.72,85.25,0.83,18.85
SULAWESI TENGGARA,2010-04-01,-4.715,122.555,27.24,30.44,24.64,7.89,86.8,0.82,17.74
SULAWESI TENGGARA,2010-05-01,-4.715,122.555,26.92,30.21,25.24,9.42,89.88,0.77,14.6
SULAWESI TENGGARA,2010-06-01,-4.715,122.555,25.94,28.99,23.44,8.68,91.58,0.94,12.59
SULAWESI TENGGARA,2010-07-01,-4.715,122.555,25.72,29.09,23.42,8.77,90.94,0.93,13.14
SULAWESI TENGGARA,2010-08-01,-4.715,122.555,25.57,29.06,23.1,8.87,89.73,0.91,14.03
SULAWESI TENGGARA,2010-09-01,-4.715,122.555,26.25,29.63,23.89,6.97,88.02,0.87,17.52
SULAWESI TENGGARA,2010-10-01,-4.715,122.555,26.42,30.13,23.97,7.81,86.97,0.83,17.75
SULAWESI TENGGARA,2010-11-01,-4.715,122.555,27.14,30.51,24.41,5.35,83.81,0.79,18.99
SULAWESI TENGGARA,2010-12-01,-4.715,122.555,26.34,30.4,23.95,12.78,87.47,0.95,17.05
SULAWESI TENGGARA,2011-01-01,-4.715,122.555,26.14,30.26,23.85,6.42,87.44,1.03,17.38
SULAWESI TENGGARA,2011-02-01,-4.715,122.555,26.26,29.91,23.61,6.56,86.52,1.0,17.89
SULAWESI TENGGARA,2011-03-01,-4.715,122.555,26.22,29.54,23.92,7.79,88.25,0.95,17.74
SULAWESI TENGGARA,2011-04-01,-4.715,122.555,26.26,29.43,24.09,5.79,88.18,0.87,15.81
SULAWESI TENGGARA,2011-05-01,-4.715,122.555,26.11,29.23,23.73,5.9,89.49,0.93,15.48
SULAWESI TENGGARA,2011-06-01,-4.715,122.555,25.13,29.02,21.6,4.82,87.36,1.13,16.12
SULAWESI TENGGARA,2011-07-01,-4.715,122.555,24.75,28.35,21.29,4.23,88.44,1.09,15.36
SULAWESI TENGGARA,2011-08-01,-4.715,122.555,24.87,29.98,20.64,0.61,82.47,1.12,18.27
SULAWESI TENGGARA,2011-09-01,-4.715,122.555,26.34,32.42,22.32,2.34,77.71,0.92,19.09
SULAWESI TENGGARA,2011-10-01,-4.715,122.555,28.21,34.14,23.82,2.7,74.08,0.79,21.05
SULAWESI TENGGARA,2011-11-01,-4.715,122.555,27.87,33.79,24.76,6.13,79.69,0.78,20.45
SULAWESI TENGGARA,2011-12-01,-4.715,122.555,26.77,31.91,24.09,7.05,86.89,0.93,16.29
SULAWESI TENGGARA,2012-01-01,-4.715,122.555,26.42,30.51,23.97,6.88,86.86,0.94,17.85
SULAWESI TENGGARA,2012-02-01,-4.715,122.555,26.49,30.06,23.73,5.11,85.63,0.86,18.4
SULAWESI TENGGARA,2012-03-01,-4.715,122.555,26.27,30.09,24.13,10.52,87.61,0.95,17.21
SULAWESI TENGGARA,2012-04-01,-4.715,122.555,26.67,30.16,23.87,7.54,86.18,0.87,18.4
SULAWESI TENGGARA,2012-05-01,-4.715,122.555,26.04,29.66,22.63,6.28,88.95,0.97,15.77
SULAWESI TENGGARA,2012-06-01,-4.715,122.555,25.34,29.04,22.1,5.58,88.09,1.08,14.39
SULAWESI TENGGARA,2012-07-01,-4.715,122.555,24.67,28.54,21.12,3.39,87.87,1.09,15.59
SULAWESI TENGGARA,2012-08-01,-4.715,122.555,24.74,30.09,20.12,1.1,83.37,1.03,18.4
SULAWESI TENGGARA,2012-09-01,-4.715,122.555,26.78,33.52,21.18,0.83,73.36,0.86,21.74
SULAWESI TENGGARA,2012-10-01,-4.715,122.555,28.37,34.53,23.38,2.04,71.25,0.79,22.04
SULAWESI TENGGARA,2012-11-01,-4.715,122.555,28.71,34.81,24.72,4.39,74.07,0.7,21.59
SULAWESI TENGGARA,2012-12-01,-4.715,122.555,27.49,34.35,24.72,6.56,81.77,0.74,18.38
SULAWESI TENGGARA,2013-01-01,-4.715,122.555,26.72,30.48,24.29,6.02,87.19,1.01,17.73
SULAWESI TENGGARA,2013-02-01,-4.715,122.555,26.84,31.14,24.07,5.09,85.76,0.89,19.19
SULAWESI TENGGARA,2013-03-01,-4.715,122.555,27.18,30.67,24.05,5.86,84.17,0.84,18.79
SULAWESI TENGGARA,2013-04-01,-4.715,122.555,26.86,29.99,24.32,9.47,87.34,0.88,17.72
SULAWESI TENGGARA,2013-05-01,-4.715,122.555,26.59,30.25,23.79,8.72,89.65,0.83,15.13
SULAWESI TENGGARA,2013-06-01,-4.715,122.555,26.11,29.11,23.52,6.72,90.43,0.89,14.62
SULAWESI TENGGARA,2013-07-01,-4.715,122.555,25.11,28.28,22.38,15.5,91.15,1.04,11.75
SULAWESI TENGGARA,2013-08-01,-4.715,122.555,24.86,29.09,20.28,1.24,85.74,1.1,18.94
SULAWESI TENGGARA,2013-09-01,-4.715,122.555,26.35,32.2,22.02,1.43,79.45,0.97,22.68
SULAWESI TENGGARA,2013-10-01,-4.715,122.555,28.6,34.48,23.46,0.77,69.33,0.77,23.69
SULAWESI TENGGARA,2013-11-01,-4.715,122.555,28.04,34.31,24.46,5.52,76.77,0.8,19.25
SULAWESI TENGGARA,2013-12-01,-4.715,122.555,26.77,32.05,24.35,7.82,86.34,0.83,17.16
SULAWESI TENGGARA,2014-01-01,-4.715,122.555,26.41,29.99,23.89,3.96,86.83,1.04,17.27
SULAWESI TENGGARA,2014-02-01,-4.715,122.555,26.53,30.53,23.43,6.51,85.07,0.76,17.34
SULAWESI TENGGARA,2014-03-01,-4.715,122.555,26.8,30.09,24.57,7.13,85.85,0.85,19.17
SULAWESI TENGGARA,2014-04-01,-4.715,122.555,26.82,30.04,23.96,9.47,86.67,0.86,18.56
SULAWESI TENGGARA,2014-05-01,-4.715,122.555,26.47,30.04,24.01,8.57,89.76,0.88,14.4
SULAWESI TENGGARA,2014-06-01,-4.715,122.555,25.93,29.14,23.01,10.06,90.76,0.95,13.3
SULAWESI TENGGARA,2014-07-01,-4.715,122.555,25.29,29.23,21.88,2.11,87.66,1.04,16.68
SULAWESI TENGGARA,2014-08-01,-4.715,122.555,24.86,29.39,20.79,1.77,84.25,1.1,17.97
SULAWESI TENGGARA,2014-09-01,-4.715,122.555,26.28,32.94,20.6,0.19,71.71,1.0,23.87
SULAWESI TENGGARA,2014-10-01,-4.715,122.555,28.14,35.74,21.63,0.13,64.45,0.97,24.37
SULAWESI TENGGARA,2014-11-01,-4.715,122.555,29.4,35.73,22.76,2.06,66.49,0.75,23.33
SULAWESI TENGGARA,2014-12-01,-4.715,122.555,27.0,31.7,24.36,12.23,85.93,0.86,17.54
SULAWESI TENGGARA,2015-01-01,-4.715,122.555,26.64,30.14,23.95,5.47,86.25,0.92,17.49
SULAWESI TENGGARA,2015-02-01,-4.715,122.555,26.38,30.2,23.71,14.03,86.6,0.8,17.98
SULAWESI TENGGARA,2015-03-01,-4.715,122.555,26.64,30.35,23.73,10.27,86.18,0.81,19.46
SULAWESI TENGGARA,2015-04-01,-4.715,122.555,26.66,30.17,24.49,10.7,86.66,0.78,17.55
SULAWESI TENGGARA,2015-05-01,-4.715,122.555,26.17,29.6,23.56,5.72,88.0,1.0,17.49
SULAWESI TENGGARA,2015-06-01,-4.715,122.555,25.69,29.38,22.76,7.64,88.91,1.0,14.11
SULAWESI TENGGARA,2015-07-01,-4.715,122.555,24.87,28.62,21.39,1.28,86.02,1.12,18.19
SULAWESI TENGGARA,2015-08-01,-4.715,122.555,25.16,31.56,19.94,0.17,77.26,1.05,21.34
SULAWESI TENGGARA,2015-09-01,-4.715,122.555,26.77,33.27,20.99,0.12,68.64,0.99,23.81
SULAWESI TENGGARA,2015-10-01,-4.715,122.555,28.14,34.97,21.97,0.13,65.77,0.96,23.46
SULAWESI TENGGARA,2015-11-01,-4.715,122.555,29.76,36.34,24.18,1.89,65.63,0.73,23.12
SULAWESI TENGGARA,2015-12-01,-4.715,122.555,28.74,36.08,24.15,5.31,75.49,0.75,19.38
SULAWESI TENGGARA,2016-01-01,-4.715,122.555,28.69,35.26,24.24,3.06,75.9,0.84,21.05
SULAWESI TENGGARA,2016-02-01,-4.715,122.555,27.52,31.59,24.01,12.42,85.15,0.75,18.71
SULAWESI TENGGARA,2016-03-01,-4.715,122.555,27.64,31.33,25.16,11.59,85.83,0.72,18.27
SULAWESI TENGGARA,2016-04-01,-4.715,122.555,27.18,30.23,24.98,8.23,88.23,0.84,17.66
SULAWESI TENGGARA,2016-05-01,-4.715,122.555,27.29,30.52,25.01,5.24,88.17,0.9,17.74
SULAWESI TENGGARA,2016-06-01,-4.715,122.555,26.28,29.61,23.79,7.24,88.67,0.86,14.96
SULAWESI TENGGARA,2016-07-01,-4.715,122.555,25.7,28.98,22.64,4.4,88.18,1.05,17.19
SULAWESI TENGGARA,2016-08-01,-4.715,122.555,25.62,29.96,22.07,1.69,85.52,1.04,19.87
SULAWESI TENGGARA,2016-09-01,-4.715,122.555,26.96,31.57,22.83,4.0,81.75,0.87,21.57
SULAWESI TENGGARA,2016-10-01,-4.715,122.555,27.02,32.2,24.29,6.63,83.53,0.87,19.83
SULAWESI TENGGARA,2016-11-01,-4.715,122.555,27.48,30.96,25.0,11.53,83.33,0.83,20.38
SULAWESI TENGGARA,2016-12-01,-4.715,122.555,27.02,30.61,24.36,8.48,85.11,0.83,17.8
SULAWESI TENGGARA,2017-01-01,-4.715,122.555,26.79,30.01,24.14,7.86,86.32,0.98,18.76
SULAWESI TENGGARA,2017-02-01,-4.715,122.555,26.63,30.12,24.4,8.72,86.62,0.89,19.03
SULAWESI TENGGARA,2017-03-01,-4.715,122.555,26.75,30.08,23.92,10.46,85.12,0.81,17.45
SULAWESI TENGGARA,2017-04-01,-4.715,122.555,27.03,30.27,24.78,11.33,85.16,0.78,18.37
SULAWESI TENGGARA,2017-05-01,-4.715,122.555,26.44,29.61,24.19,21.87,89.77,0.9,13.57
SULAWESI TENGGARA,2017-06-01,-4.715,122.555,25.33,28.27,23.28,19.31,91.93,0.95,12.29
SULAWESI TENGGARA,2017-07-01,-4.715,122.555,25.16,28.42,22.54,10.9,90.31,0.96,14.36
SULAWESI TENGGARA,2017-08-01,-4.715,122.555,24.98,28.91,22.01,3.99,86.99,1.12,17.16
SULAWESI TENGGARA,2017-09-01,-4.715,122.555,25.72,29.77,22.21,5.35,86.44,1.02,19.63
SULAWESI TENGGARA,2017-10-01,-4.715,122.555,27.17,31.5,23.47,3.71,82.79,0.86,22.0
SULAWESI TENGGARA,2017-11-01,-4.715,122.555,27.45,32.71,24.51,14.66,83.4,0.83,20.75
SULAWESI TENGGARA,2017-12-01,-4.715,122.555,26.89,31.11,24.04,8.29,87.6,1.03,18.72
SULAWESI TENGGARA,2018-01-01,-4.715,122.555,26.41,29.72,23.94,7.73,88.2,0.93,18.01
SULAWESI TENGGARA,2018-02-01,-4.715,122.555,26.65,30.27,23.84,5.26,86.59,0.99,18.84
SULAWESI TENGGARA,2018-03-01,-4.715,122.555,26.62,30.14,24.17,6.12,86.91,0.93,18.68
SULAWESI TENGGARA,2018-04-01,-4.715,122.555,26.81,30.27,24.12,5.46,85.53,0.89,18.34
SULAWESI TENGGARA,2018-05-01,-4.715,122.555,26.27,29.93,24.26,10.08,90.56,0.99,14.31
SULAWESI TENGGARA,2018-06-01,-4.715,122.555,25.58,29.02,22.66,13.14,90.26,1.04,14.17
SULAWESI TENGGARA,2018-07-01,-4.715,122.555,25.14,29.01,22.03,10.81,88.97,1.06,16.09
SULAWESI TENGGARA,2018-08-01,-4.715,122.555,25.1,28.66,22.32,3.45,86.62,1.09,20.3
SULAWESI TENGGARA,2018-09-01,-4.715,122.555,26.01,31.78,22.01,0.56,79.41,1.04,22.02
SULAWESI TENGGARA,2018-10-01,-4.715,122.555,28.51,34.78,22.33,0.37,68.94,0.82,23.99
SULAWESI TENGGARA,2018-11-01,-4.715,122.555,28.87,35.21,24.64,6.41,73.34,0.77,20.07
SULAWESI TENGGARA,2018-12-01,-4.715,122.555,27.15,31.44,24.68,10.51,86.24,0.91,18.79
SULAWESI TENGGARA,2019-01-01,-4.715,122.555,26.81,30.4,24.41,12.25,86.75,0.78,17.94
SULAWESI TENGGARA,2019-02-01,-4.715,122.555,26.88,30.8,24.44,12.31,86.15,0.78,18.71
SULAWESI TENGGARA,2019-03-01,-4.715,122.555,26.88,30.76,24.03,10.16,86.66,0.79,17.51
SULAWESI TENGGARA,2019-04-01,-4.715,122.555,26.97,30.6,24.07,9.41,88.21,0.86,16.98
SULAWESI TENGGARA,2019-05-01,-4.715,122.555,26.56,30.04,24.05,11.53,88.69,0.97,16.15
SULAWESI TENGGARA,2019-06-01,-4.715,122.555,25.45,28.85,21.58,11.41,89.74,1.07,14.83
SULAWESI TENGGARA,2019-07-01,-4.715,122.555,24.4,28.67,21.13,5.68,87.6,1.14,16.78
SULAWESI TENGGARA,2019-08-01,-4.715,122.555,24.5,28.86,20.53,1.3,84.85,1.18,21.28
SULAWESI TENGGARA,2019-09-01,-4.715,122.555,25.92,32.74,20.57,0.88,74.88,1.04,23.86
SULAWESI TENGGARA,2019-10-01,-4.715,122.555,27.75,34.5,22.4,1.45,71.83,0.87,23.78
SULAWESI TENGGARA,2019-11-01,-4.715,122.555,29.83,36.47,24.67,1.53,64.68,0.78,24.15
SULAWESI TENGGARA,2019-12-01,-4.715,122.555,29.23,36.41,25.34,5.21,73.79,0.74,20.02
SULAWESI TENGGARA,2020-01-01,-4.715,122.555,27.48,31.53,24.27,7.49,85.56,0.87,18.53
SULAWESI TENGGARA,2020-02-01,-4.715,122.555,27.08,30.53,24.46,12.26,86.72,0.79,17.8
SULAWESI TENGGARA,2020-03-01,-4.715,122.555,27.21,30.85,24.82,9.07,86.45,0.81,17.8
SULAWESI TENGGARA,2020-04-01,-4.715,122.555,27.03,30.37,24.3,14.34,86.79,0.83,18.69
SULAWESI TENGGARA,2020-05-01,-4.715,122.555,26.83,29.89,24.36,10.96,90.22,0.95,15.97
SULAWESI TENGGARA,2020-06-01,-4.715,122.555,25.81,28.91,22.76,8.94,90.36,1.02,13.8
SULAWESI TENGGARA,2020-07-01,-4.715,122.555,25.18,28.58,22.23,9.94,89.69,1.11,14.05
SULAWESI TENGGARA,2020-08-01,-4.715,122.555,25.14,29.08,21.78,4.93,86.29,1.09,19.75
SULAWESI TENGGARA,2020-09-01,-4.715,122.555,25.84,29.56,22.03,7.68,87.82,1.0,19.12
SULAWESI TENGGARA,2020-10-01,-4.715,122.555,26.72,30.99,23.2,4.35,84.44,0.94,21.93
SULAWESI TENGGARA,2020-11-01,-4.715,122.555,27.48,32.28,24.44,6.6,82.93,0.9,20.67
SULAWESI TENGGARA,2020-12-01,-4.715,122.555,26.6,30.48,24.44,5.36,87.46,0.96,17.07
SULAWESI TENGGARA,2021-01-01,-4.715,122.555,26.56,30.44,24.21,9.14,87.64,0.88,17.48
SULAWESI TENGGARA,2021-02-01,-4.715,122.555,26.6,30.45,24.06,7.47,87.21,1.02,19.16
SULAWESI TENGGARA,2021-03-01,-4.715,122.555,26.64,30.23,24.05,7.45,86.56,0.87,18.43
SULAWESI TENGGARA,2021-04-01,-4.715,122.555,26.85,30.01,24.25,4.43,85.28,0.97,19.47
SULAWESI TENGGARA,2021-05-01,-4.715,122.555,26.59,29.79,23.87,8.64,88.98,1.01,15.85
SULAWESI TENGGARA,2021-06-01,-4.715,122.555,25.99,29.47,23.27,8.3,89.45,0.91,14.86
SULAWESI TENGGARA,2021-07-01,-4.715,122.555,25.35,28.75,22.35,8.33,90.03,0.92,13.42
SULAWESI TENGGARA,2021-08-01,-4.715,122.555,25.71,28.84,22.74,10.75,89.48,1.0,15.03
SULAWESI TENGGARA,2021-09-01,-4.715,122.555,25.9,29.89,22.63,7.93,88.76,0.92,15.88
SULAWESI TENGGARA,2021-10-01,-4.715,122.555,27.19,30.96,24.29,3.7,84.84,0.85,22.38
SULAWESI TENGGARA,2021-11-01,-4.715,122.555,27.05,30.94,24.42,7.83,86.23,0.77,18.66
SULAWESI TENGGARA,2021-12-01,-4.715,122.555,26.7,31.06,24.38,7.34,88.02,0.98,17.55
SULAWESI TENGGARA,2022-01-01,-4.715,122.555,26.58,30.49,24.16,6.24,86.5,0.91,18.8
SULAWESI TENGGARA,2022-02-01,-4.715,122.555,26.63,30.42,23.56,8.92,86.51,0.86,17.95
SULAWESI TENGGARA,2022-03-01,-4.715,122.555,26.8,30.06,24.58,11.77,86.83,0.77,17.51
SULAWESI TENGGARA,2022-04-01,-4.715,122.555,27.02,30.33,24.85,7.16,85.82,0.9,18.72
SULAWESI TENGGARA,2022-05-01,-4.715,122.555,27.0,30.24,24.61,7.72,88.64,0.86,16.55
SULAWESI TENGGARA,2022-06-01,-4.715,122.555,25.92,29.19,23.87,11.4,90.93,0.84,13.39
SULAWESI TENGGARA,2022-07-01,-4.715,122.555,25.62,29.08,22.42,5.63,89.55,1.05,14.99
SULAWESI TENGGARA,2022-08-01,-4.715,122.555,25.46,29.23,22.12,7.41,87.94,1.06,16.53
SULAWESI TENGGARA,2022-09-01,-4.715,122.555,26.22,29.88,23.32,6.19,87.33,0.9,18.63
SULAWESI TENGGARA,2022-10-01,-4.715,122.555,27.21,31.24,24.55,6.08,85.93,0.88,20.36
SULAWESI TENGGARA,2022-11-01,-4.715,122.555,27.05,30.37,24.74,7.96,85.95,0.81,18.95
SULAWESI TENGGARA,2022-12-01,-4.715,122.555,26.75,31.13,24.05,5.3,85.71,1.07,17.89
SULAWESI TENGGARA,2023-01-01,-4.715,122.555,26.61,30.05,24.28,4.02,86.72,0.96,17.79
SULAWESI TENGGARA,2023-02-01,-4.715,122.555,26.51,29.48,24.32,2.93,86.88,0.96,16.94
SULAWESI TENGGARA,2023-03-01,-4.715,122.555,26.74,30.21,24.21,5.6,86.3,0.91,19.38
SULAWESI TENGGARA,2023-04-01,-4.715,122.555,26.92,30.4,24.22,6.29,87.24,0.87,18.12
SULAWESI TENGGARA,2023-05-01,-4.715,122.555,26.6,29.69,23.82,5.74,88.67,0.99,16.03
SULAWESI TENGGARA,2023-06-01,-4.715,122.555,26.18,29.52,23.59,5.87,89.15,0.95,15.17
SULAWESI TENGGARA,2023-07-01,-4.715,122.555,25.79,29.47,22.58,3.89,88.33,1.07,16.28
SULAWESI TENGGARA,2023-08-01,-4.715,122.555,25.55,30.21,21.43,1.47,82.22,1.18,19.98
SULAWESI TENGGARA,2023-09-01,-4.715,122.555,26.78,32.87,21.05,0.93,73.61,1.06,22.87
SULAWESI TENGGARA,2023-10-01,-4.715,122.555,29.02,35.84,23.21,0.39,67.16,0.87,25.21
SULAWESI TENGGARA,2023-11-01,-4.715,122.555,29.95,36.67,24.21,3.52,68.61,0.72,22.27
SULAWESI TENGGARA,2023-12-01,-4.715,122.555,28.69,35.04,25.44,5.32,79.56,0.76,19.16
SULAWESI TENGGARA,2024-01-01,-4.715,122.555,27.68,32.52,25.34,6.46,84.91,0.81,17.74
SULAWESI TENGGARA,2024-02-01,-4.715,122.555,27.63,31.45,24.89,7.52,86.36,0.84,18.96
SULAWESI TENGGARA,2024-03-01,-4.715,122.555,27.37,30.86,24.29,10.74,88.47,0.84,17.87
SULAWESI TENGGARA,2024-04-01,-4.715,122.555,27.46,30.79,25.08,8.34,89.12,0.82,16.41
SULAWESI TENGGARA,2024-05-01,-4.715,122.555,27.07,30.05,24.76,9.04,90.3,0.98,14.96
SULAWESI TENGGARA,2024-06-01,-4.715,122.555,26.21,29.43,23.02,5.23,89.36,1.02,15.34
SULAWESI TENGGARA,2024-07-01,-4.715,122.555,25.4,29.05,21.46,6.39,88.55,1.09,15.12
SULAWESI TENGGARA,2024-08-01,-4.715,122.555,25.58,29.59,22.13,1.74,85.74,1.08,18.48
SULAWESI TENGGARA,2024-09-01,-4.715,122.555,27.2,33.98,22.48,2.0,79.64,0.96,20.8
SULAWESI TENGGARA,2024-10-01,-4.715,122.555,28.51,33.97,24.47,2.97,76.43,0.86,22.06
SULAWESI TENGGARA,2024-11-01,-4.715,122.555,27.87,32.35,24.87,8.34,83.3,0.87,20.51
SULAWESI TENGGARA,2024-12-01,-4.715,122.555,27.16,30.63,24.94,9.2,87.56,0.86,16.51
SULAWESI TENGGARA,2025-01-01,-4.715,122.555,26.89,30.74,24.38,7.53,87.59,0.84,17.62
SULAWESI TENGGARA,2025-02-01,-4.715,122.555,26.76,30.68,24.25,5.33,86.58,0.91,16.89
